Fault_type,Va,Vb,Vc,Ia,Ib,Ic
1,429.64152194733214,-148.77437517431832,-152.38837780003522,109.1036372858321,-321.4230291442217,-4.015370477949645
2,1.6667692095396163,-247.49625191266273,301.2566570966563,-510.48239273105423,353.1891768599028,360.03747370462054
1,386.58189076213705,-230.95486746556674,-19.61789298908183,134.11135607573698,-54.25337063899951,-4.875871182581605
1,329.76801892636917,-289.2427781027173,77.81953605482734,48.86713595198188,35.76760826106097,-4.519537474745171
2,-355.0349211172014,210.83711900695096,173.88034291862093,34.273827052878595,536.4131026173477,-647.5844533232191
3,207.90856270577365,452.6789285058546,-490.55862568023883,12.596772613131257,44.52072803294732,34.80066069235163
1,329.4728853402897,-289.5214832769788,78.30405456801802,48.16149121921549,36.420163007449375,-4.393765006908431
3,598.2435951669416,-490.75867020975295,45.06289560715526,48.98977994430298,35.77144064598029,-4.694806702278136
2,-349.3506690173206,150.8622962994716,223.13952700239136,-71.71760614911011,604.3253741609094,-588.7949783815038
0,476.67409463301715,-430.7268621967704,-53.58791757908811,-72.12834547883988,39.784598072112175,-4.743184041023881
2,306.99011061413023,115.90537056907499,-267.3557687846282,421.4027380037331,-517.9602294020153,206.39323137206375
3,-225.30421089448268,624.6976624916098,-300.3684451502886,12.489936364911152,30.426399348253995,53.63123514335163
1,481.99818211488434,38.244206240093504,-336.867507311929,399.2850500582931,-340.7805319542064,2.6234013531581866
1,-260.98531760874914,364.33528844818204,-79.79114678719237,220.03489553780142,126.41781610457966,61.446293586426194
2,-353.45545768031377,178.2370377505558,201.8565931044698,-26.572805034157007,556.3355386701558,-588.5676682557507
2,-168.9021557469599,-130.0590789164281,331.5675942360018,-438.89489958951316,525.5038777325801,31.151086456420586
0,238.43444261985636,336.7755774050506,-507.95995526627644,375.497010790498,48.50504756276789,27.449356786050295
2,-263.8924372072636,-25.97425160660076,313.76064372107675,-326.11089612808394,593.5952156749331,-217.43325191716337
0,-382.36653291576084,77.34428643014195,468.05526728186794,-156.44846295887766,0.06127941832043149,48.374581625085696
3,29.99075269163789,-480.6052235991442,487.76253924027117,58.82457765966569,11.538550083404772,13.61643973701521
2,250.04378742862878,179.2600505437629,-278.88839122119003,487.4702463319301,-492.49045993601476,79.88419877657353
2,411.9850556807794,-164.8373748723914,-99.09656763653788,-8.5317018550762,-450.56957454351283,720.6541547957946
2,-222.3905335635609,369.83143646195475,-74.15001270782166,439.9132594246761,148.0487641863699,-702.320154335039
1,176.29434860630684,448.3469369877147,-461.53731923674803,440.62504612563265,-412.744212923733,39.97168549307111
2,322.8480421311938,96.00106254513071,-262.11610871430406,396.10659704001233,-541.7242650787637,273.40300500988235
2,365.5501087817509,29.739716390479654,-236.65185507451525,308.97039773498295,-552.8842442307141,410.52398531427644
0,-331.41304266443956,604.9725411562132,-96.15222091150471,268.1522818088873,19.88578211450594,60.83269479670372
1,481.6858848610984,9.153251678305637,-310.5338758577178,377.9808433227994,-317.20215966595924,1.2804668749655441
3,-544.9771233443988,556.1166239181232,15.291431547272158,21.451704828978713,14.888946479331945,61.64320631946269
2,-125.71435967548936,373.9578673080429,-154.7150152321673,529.8459714530622,-23.571845370275398,-601.110190432358
1,-239.13455389975013,-318.02756264743374,555.9569612032933,-428.50361441344876,517.8314926353783,26.712737560941953
2,-196.6121795085813,-103.59896524207247,329.8727456774686,-413.92067514067537,549.0697503595857,-35.14410779115295
2,194.9764961785033,-305.0025597181052,199.1258785519466,-454.0002914237183,61.027542589192365,667.9731628582452
1,-404.51593137934697,156.7879862070411,261.69194180498965,-227.9641388211981,280.77111782866984,59.38746851897891
0,204.55408996689556,-548.6261784784058,378.5200787966801,-308.9213607341257,18.52226727283022,4.355914188191356
3,-41.62227416795437,-446.1242705517937,513.7817312499794,58.509252102204854,9.212448707320984,17.142130922080646
0,201.47290432423313,380.4891838745294,-505.6994254135626,388.44394577808436,47.402020922986594,30.394202861647834
1,-142.42771416964013,-261.34461636025594,552.3038181235127,-456.2641046252167,474.02748096119285,24.77289325216961
0,-188.93592359493195,-255.79748523517054,559.3976571134161,-302.0837742026264,2.264196951982626,30.370180785285203
0,499.203309386741,-328.10797532256794,-177.96603821923148,16.767045126867743,44.50418440347515,-2.9750371174652273
1,34.11945556840719,470.820961251443,-368.6480197186439,341.97214612438785,-315.2774758303641,49.28398451719163
1,416.48134133961435,264.3239811289412,-487.49704275174133,504.4384477458502,-463.2921680074264,17.381792654523117
2,361.0591286884223,-261.50617015547107,28.0749800374607,-230.6589223434329,-271.2250094553297,794.7933261643284
1,481.8611481460356,31.618506742902827,-330.8174197782202,394.14880679191515,-335.06782220134403,2.262289791624422
0,117.78480081466003,-515.6320248735768,448.3022428826761,-330.8112820477843,13.950230816634505,9.412798873528324
2,171.87918584568698,-302.5087724194762,215.2538470355679,-468.9701082296539,98.80995656817854,638.9124092548386
0,359.72810199336453,162.73886953496336,-482.77927434331787,309.80619785454724,50.84152445063622,16.89790883735521
2,62.06418959116174,314.8642825395655,-251.0247989259941,580.3736301540416,-296.3125586982589,-310.55556478949717
1,343.49416190175464,-278.06906970457214,86.96901158984085,-110.40081570891215,-78.34629932476984,-4.973185570548345
1,-288.3113425310402,343.59349413719235,-27.58659243807682,176.24246149225493,177.88832180863872,62.009378858220195
1,-381.82099341251745,161.92219532976566,284.5841402631408,-117.10525292257088,438.0331466172897,58.97309038684705
2,411.63370521922735,-100.86208381364034,-156.18297764455943,107.04689503312184,-509.20643117102884,636.1117497936028
1,65.31781153116428,394.70702088826937,-440.8463821943481,500.9818395990995,-302.99657316562457,43.288708499918435
0,409.29442883658885,-522.3006337345498,113.21585397810713,-176.72017522546744,32.68255773168075,-4.4318450571260755
2,217.1785888239565,-306.08728651914663,182.4461915069517,-438.68887031765365,23.653335180303205,696.0133042120251
2,394.9864179306883,-218.95532361845918,-37.054544158135045,-123.22978101256885,-369.93124278023106,774.7997079511772
1,-134.3243587482474,440.4313314792482,-207.47093618264603,185.03564627684213,-155.3184870215692,57.590471320896214
1,-284.3893895339713,-133.69999674975656,540.7454708566131,-405.381640354706,548.5205301753662,39.33133879723941
3,-604.9506516805359,148.1908131204396,428.7563774008733,41.333949584729595,1.0727427032975854,52.04269914468088
2,336.11978732124925,-280.0196202571002,64.50440323446577,-284.1630455113295,-171.7540562163839,738.0686343164292
3,-477.27669870398154,597.5311938882637,-75.67141296545486,18.32502169332954,18.808251563491282,60.83808593517871
0,-331.025396434385,604.9654214482358,-95.893669577104,267.9349702903283,19.944417516739946,60.72949466922604
2,258.44693327969156,-305.14096821010804,148.7861760559653,-400.0727005652338,-47.02217600639594,735.473627120606
1,442.9526692001884,-53.83907543821286,-279.3727735298697,234.94360306512627,-418.3850278665738,-0.19052261831679473
1,207.6572772285754,436.8063523672912,-476.1253552692307,447.24205368745334,-418.04127171015506,37.70333408448884
2,145.8771756322563,264.0466442180265,-272.0950012063619,560.0048903832468,-381.72283873062224,-168.75753634900352
1,-368.76375844104626,225.28580027763547,193.19249845548936,-25.61564316175128,383.9525412575699,61.36138126496432
0,-331.2019861106988,604.8087095546282,-95.99895660838423,268.32335601830744,19.86884338124372,60.816149437198334
0,390.0993760362768,-534.9513748469501,147.68137688810742,-197.62952432435182,31.01950043166625,-3.7037487550299772
3,347.8119532842353,347.55816782424904,-507.5320942888444,14.834107957379409,47.69271869607125,27.455541203578886
1,244.34813667605076,419.96369989248666,-490.19521162583794,460.2847444387,-429.6254647637381,34.74681628829656
1,-268.3712303839656,361.3746844451888,-30.00349398062265,23.21065511063052,13.151507201671443,61.478730775848405
1,130.84218275059266,-346.7705628383158,382.19728959125655,-356.3494289378137,202.76790631790533,4.617100832113358
2,350.6769200608883,-269.39234911715556,43.40105114847054,-252.87078573459837,-242.81522412399994,788.3220643868445
2,229.5144257269539,198.02805093684827,-279.3949976446109,507.82158708527896,-475.6561335610736,29.000996672756177
1,-293.5180106039452,-121.96188334082328,535.2695042215596,-395.3670332248216,555.4376605205408,40.436842553814316
2,-346.19337805098456,264.513206882154,118.72003819850141,139.5146219478263,462.46846516121417,-697.3248338287655
1,-313.2063666906472,-93.06642610122857,520.5856009862441,-377.4693510649764,553.7863311055312,43.05697708436595
0,-373.35040571855734,55.213408134800076,479.1213892680251,-167.8208078654742,-0.0309065020033934,47.421526314469865
3,-633.9136001751514,251.09955529762908,359.5072686714741,37.21166342964415,2.563704636391485,55.85381506469433
2,-318.2812707324614,62.97556017766749,277.2438224504609,-207.49453258784158,603.6877560552067,-397.33411375232515
1,-269.2320398312374,360.69998714174193,-28.714143011536606,23.188147859250495,13.216249180633667,61.42441848100767
1,-42.06356732524311,-312.3285463932356,513.4039035951528,-442.63940313743495,389.551475662834,16.4680015015597
2,282.08100384479326,146.0969608397455,-274.62352228671307,452.6378899654627,-494.65496784607933,131.6538026249592
